communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctOther,agePct65up,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctNevMarr,TotalPctDiv,PctFam2Par,PctWorkMom,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec10,PctRecentImmig,PctRecImmig10,PctNotSpeakEnglWell,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumHomeless,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,raw_y.murdPerPop.na_col.,group,y,y1
Laurelcity,MD,NA,NA,4,-0.160358503,-1.272585101,0.329384401,-0.224687113,-0.205666724,-1.201217429,0.634384084,0.744914152,1.841495632,-1.129166355,0.361280663,-1.86507222,-0.980864149,-1.125147992,0.654446552,0.95625766,-0.964280606,-0.821747777,-0.852219529,1.040884586,-1.400445494,2.604060799,-1.126110847,0.037609704,-1.084102105,1.103816611,0.619813087,1.319976758,-0.173641866,1.620427633,0.815392356,-0.087212574,0.152848793,1.003694862,-0.062230079,0.106022541,-0.330048731,-0.728874253,-1.124779493,-1.284193379,-0.620758924,-0.732260909,-0.242481941,0.728845286,-1.193457459,-0.207839442,0.342800319,-0.698296296,-0.512974895,-1.266004133,1.276059741,-0.665237536,-0.793257898,0.034302378,-0.450388223,0.878053459,-0.205406639,0.689914324,-0.773821893,0.94505771,-1.243428664,-0.102794725,-0.083382013,-1.701660683,-2.073853531,-1.721391713,-1.713843656,-0.212031422,1.059668666,0.288974015,-0.3441521,4.6,1,2.490144771,12.06302237
Worcestercity,MA,27,82000,4,0.569125331,-0.149910867,-0.348076114,0.221820574,0.050232863,0.422250256,0.634384084,-0.369849245,-0.754946099,-0.418073553,-0.526059386,0.571635184,1.341925555,0.26289135,-0.244311142,-0.35120387,0.427610371,0.221741633,0.399790527,-0.158000896,0.833160659,-0.724396565,0.094646967,0.913415531,0.004765244,-0.171782636,1.40056505,-0.049295662,-1.098965523,-1.035129788,1.021130403,0.147484265,0.215794956,0.387332776,0.135538687,0.119483999,0.221835568,-0.178607275,-0.485164144,-0.283868254,-0.171829847,-1.335864665,-0.185226543,0.568792358,-1.193457459,0.625762613,-0.103650999,-1.393282916,0.106861965,0.283231321,-1.986368852,-0.077980941,-0.168907873,0.128387441,-0.305685517,0.10133026,0.457543588,0.112735065,0.187539031,-0.037404749,0.463414089,0.484861074,0.124231093,0.587778203,0.133922985,0.489432094,-0.039436439,0.091131828,0.529529263,0.234283395,1.308304633,7.22,1,1.627849484,5.092910548
Florencecity,AL,NA,NA,4,-0.077918449,-0.783214281,0.550669073,-0.079923335,-0.624518463,0.589129548,0.634384084,-0.925193595,-0.990754504,0.351067641,-0.557303754,0.795797725,0.256322306,0.644820415,-0.764141085,-0.595935479,0.810970174,0.600532643,0.643512744,-0.037634069,0.360596051,-0.960290946,0.293576125,0.061645541,0.58351852,-0.144939218,-0.364829516,0.030274648,-0.407397633,-0.336940753,0.240632097,-0.106672147,0.563546711,0.045876887,-0.631564405,-0.659036948,-0.527470756,-0.618820857,-0.820200755,-0.832433645,-0.59581842,-0.12159746,-0.488343357,-0.184022962,0.726979163,-0.122863859,0.191460889,-0.160219026,-0.313120954,0.140576123,-0.083285506,0.482692023,-0.076411573,-0.759540341,-0.445398475,-1.183689737,-0.674043868,-1.168602888,-0.0528012,-1.290891336,-0.287596722,-0.070869762,-0.810595132,0.750387067,0.025863037,0.259676198,0.223398798,-0.033199168,-0.443819177,-0.608357267,-0.3441521,10.79,1,2.231233612,9.311345585
Prichardcity,AL,NA,NA,4,-0.088182207,1.087909443,5.015749746,-3.866992638,-0.657461858,-0.375061919,0.634384084,-1.657379855,-1.463645953,-0.809900199,-2.777216096,0.507415645,3.265694762,-0.568622784,-1.81364597,-1.555461491,3.822408873,1.167993505,2.132926293,-1.42543967,4.377395216,-2.134822654,-0.096868682,0.181824729,1.507027791,-1.723332225,0.969162293,1.691304872,-2.96222207,-1.12049788,3.493252655,-0.109652751,4.339284611,1.263052067,-0.64355039,-0.688203439,-0.529714188,1.368089095,1.250934661,0.845531081,1.748588984,-0.624247605,0.648344695,0.03835146,0.726979163,0.030765264,-1.397603123,-0.378745747,4.593438122,2.166993215,-0.445777572,2.186461159,2.235995928,-0.975935985,-0.784701373,-1.789076936,-1.359854448,-1.532225821,3.002953166,0.978935726,2.511625393,-0.102794725,-0.862782033,1.668510764,0.692853748,1.567162565,1.08928747,-0.016167525,-0.508982994,0.043879015,-0.3441521,20.88,1,3.106754506,22.34839499
Gadsdencity,AL,NA,NA,4,-0.048330681,-0.8120008,1.346291307,-0.771979709,-0.61216469,1.357598389,0.634384084,-1.093515682,-1.685433318,-0.809900199,-1.275143107,1.748185601,0.798009348,0.878342757,-1.120865219,-0.767995,1.033908644,0.957554055,1.428839888,-0.983031796,0.866387858,-1.834705719,1.086821588,-0.440102565,1.775344674,-0.954536719,-0.562503978,0.646944552,-1.007791075,-0.728719317,0.430041728,-0.10059103,3.624174918,1.88625571,-0.295956802,-0.506473765,-0.419786015,-0.318404831,-0.728827134,-1.026044959,-0.221710855,0.029479972,-0.385620436,0.121210719,0.726979163,-0.016686447,-0.230397771,0.15001727,0.048933287,1.147008547,-0.898892654,0.881446502,0.409194002,-0.960647163,-0.689896151,-1.440693737,-0.765485279,-1.370615628,-0.670818937,-1.223135304,0.190319249,-0.093335477,-0.725507794,1.376167029,0.675154274,1.091964626,0.747735082,0.073248602,-0.559850841,-0.600254953,1.032327323,19.18,1,2.647275099,14.11552279
Rutlandcity,VT,21,61225,4,-0.166220735,-0.840787319,-0.643838475,0.945639465,-0.625106738,0.669478837,-1.57550333,-0.630704029,-0.672094498,-0.069783201,0.284731962,0.787315899,0.92953007,-0.269626888,-0.605853042,-0.416243005,0.050148411,-0.128023246,-0.028077365,-0.303875925,0.083702727,-0.27113354,-0.449010359,-0.425080167,0.098364157,-0.501419815,0.006897931,0.640313693,-0.429706275,-0.190595453,-0.392910462,-0.102595229,-0.648940862,-1.217323312,-0.589613454,-0.618652576,-0.505036435,-0.657488266,-0.911574376,-0.542016673,-0.920044976,-0.443519463,-0.530442914,0.270640665,0.726979163,-0.196565454,0.060930631,-0.667487611,0.428366131,-0.136888238,-2.167614885,0.724361404,1.334157003,-0.266769824,-0.375541996,-0.264186539,-0.536881752,-0.389410889,0.633885175,0.741789615,1.282698611,-0.067322544,-0.589368052,0.46097851,-0.061702783,0.688738414,0.191378261,-0.172858642,-0.16835858,-0.52328297,-0.3441521,5.67,1,2.279696009,9.773708838
VestaviaHillscity,AL,NA,NA,4,-0.15884927,-0.437776055,-0.590844735,0.833859839,-0.546866174,0.490238116,0.634384084,1.178758403,0.116907678,-0.258440475,1.737595071,0.149967269,-1.072259905,0.169045923,1.495740169,1.644018681,-1.071621351,-1.155548284,-1.587899554,2.403181985,-1.282304342,-0.080935976,-1.229899972,1.526329386,-1.739294493,2.493231952,-1.114500589,-1.017401102,1.118319466,-0.727194886,-0.820714973,-0.1007452,0.629588587,0.098121504,-0.355886731,-0.466089393,-0.457924361,-0.65451385,-0.271959027,-0.219331149,-0.720520941,1.003717613,-0.660109551,-1.418413464,0.726979163,-0.237118158,0.620886521,0.928115692,-0.623039385,-0.252438949,0.551075609,-1.010824751,-0.330776398,0.194246985,0.415333141,-0.201363339,-0.594032634,-0.043103334,-0.842490531,-1.358647367,-1.516523504,-0.102794725,-0.549660628,-0.022738834,0.034246999,0.06498345,-0.196870743,-0.162639656,-0.218920813,-0.622536317,-0.3441521,0,1,1.467238516,4.337241366
Hartsellecity,AL,NA,NA,5,-0.202301604,-0.236270423,-0.218456291,0.574873164,-0.643931535,-0.004219047,0.634384084,-0.389259627,0.030232156,1.541059676,-0.698684519,0.326873923,0.182759868,-0.337282893,-0.442188651,-0.548388533,-0.136223431,0.657133599,0.611919123,-0.700050183,-0.152579577,0.030218444,1.331467384,-0.267344984,0.981313899,-0.535779391,-1.099581761,-0.168651127,0.478158445,0.692049637,-0.618242609,-0.110029609,-1.412550058,-2.203751434,-0.703480319,-0.710639201,-0.565609102,-0.473074468,0.002161836,-0.154794044,0.127456205,0.698738873,-0.469819551,-0.95595965,0.726979163,-0.25125271,0.339016833,0.779804114,-0.440564047,0.20691079,0.460452593,0.197522154,1.380405153,-0.739547265,-0.697380774,-1.257935337,-0.674043868,-1.214777229,-1.11716508,-1.25701332,-0.492417853,-0.102794725,-0.842361072,0.971112457,0.296944457,0.678588555,0.579627265,-0.129427952,-0.670517272,-0.527334127,-0.3441521,0,1,1.477565634,4.382264649
MasonCitycity,IA,33,92890,5,-0.113761529,-0.869573838,-0.605167367,0.844854556,-0.47686146,0.58706931,-1.57550333,-0.726126057,-0.633855297,0.815454777,0.252706485,1.074486289,-0.082510741,-0.033922094,-0.595938219,-0.536303021,-0.241205039,-0.274605207,-0.209515016,-0.538232528,-0.743285337,0.04997923,0.22561896,0.492788375,0.669317524,-0.619530857,-0.582395748,-0.278060303,0.132859471,1.722564457,-0.366784996,-0.105164715,0.152848793,-1.048150267,-0.60159944,-0.6635241,-0.496062707,-0.785388159,-0.911574376,-0.735627988,-1.069688001,0.39728998,-0.594434241,0.240896315,0.726979163,-0.183608781,0.424145262,0.222381856,-0.217538635,0.024312136,-0.989515671,-0.010313514,-0.747009748,-0.868914226,-0.792185996,-1.000931338,-0.776915455,-1.070482414,-0.396144387,-1.528037447,-0.082775592,-0.054316078,-0.757273733,0.968764315,0.425498533,0.485741237,0.7090436,-0.01446436,-0.580089317,-0.415927308,-0.3441521,6.91,1,2.350362045,10.48936666
Schenectadycity,NY,93,65508,6,0.063493322,-1.013506432,-0.049449227,0.314664854,-0.458036662,0.624153597,0.634384084,-0.713531534,-0.918100023,-0.737339709,0.005875978,0.803067861,0.864884291,0.987465347,-0.652843713,-0.482236259,0.383966332,-0.126571939,0.232795675,-0.455330873,0.423358538,-0.602126703,-0.775204754,0.704604193,-0.368070424,-0.425184507,0.90202757,0.792823454,-1.295863534,0.068557682,0.802329623,-0.04791657,-0.523048536,-0.559289924,-0.41581666,-0.378589921,-0.253772039,-0.476048885,-1.094321619,-0.929239302,-0.720520941,-1.066184391,-0.506867162,0.039767857,0.726979163,0.126341761,-0.171753742,-1.152545283,0.770145335,1.059988876,-2.167614885,0.562442919,-0.007039348,-0.422010178,-0.682411529,-0.498345739,-0.651183516,-0.4586724,0.599550856,0.233619377,0.66823522,0.273210394,-0.249018698,1.170117529,-0.035619347,0.017002299,0.730390624,-0.144756431,1.02825828,0.408483148,1.28786187,7.79,1,1.046545708,2.847796986
GlensFallscity,NY,113,29333,6,-0.181783794,-0.754427762,-0.58869634,0.899217325,-0.600399191,0.245069773,0.634384084,-0.4915716,-0.329216331,-0.635755023,0.075394697,0.616467692,0.21173901,0.291263224,-0.317066387,-0.285369636,-0.083142843,-0.422638476,-0.153549173,-0.211408694,-0.063973713,0.006752511,0.300989634,0.192340407,0.642797832,-0.254460365,0.305274478,0.690045136,-0.571317652,1.146329839,-0.419035928,-0.105986951,-1.412550058,-1.525193375,-0.703480319,-0.665767676,-0.47811525,-0.333276912,-0.606995639,-0.219331149,-0.59581842,-0.654604285,-0.557386631,-0.078501342,0.726979163,-0.217599014,0.115791174,-0.850190279,-0.078509806,0.112045083,-2.167614885,0.013853424,-0.885754198,-0.432594747,-0.639998666,-0.458367339,-0.571172281,-0.470215985,0.530882218,-0.308428876,0.66823522,-0.096882695,-0.674455391,1.307483863,0.239188278,0.323343495,0.849133447,-0.206070347,0.326057875,-0.219446192,-0.3441521,0,1,1.766883404,5.852584766
Goshentown,NY,71,29553,6,-0.198880351,1.807572413,-0.158301234,0.420947121,-0.348617528,-0.265869296,-1.57550333,0.934869183,1.222020579,2.440809752,0.45267044,-0.717602349,-0.673239409,-0.409303803,1.050411039,0.147800543,-0.821552803,0.006948264,-0.021758641,0.082732758,-0.411013347,-0.406988943,-0.677593553,1.159782865,-0.798625422,0.542252296,0.640948092,-0.854945052,0.980587852,0.783515449,-0.324331113,-0.09877526,-0.434304764,-0.640144688,-0.361879724,-0.369615616,-0.386134533,0.288376052,0.854982302,1.168216605,0.077575196,0.724859738,-0.404144242,-0.788116536,0.726979163,-0.248728683,0.07984806,0.589220155,-0.121956315,1.334600133,-0.083285506,-0.744988432,0.432318077,0.535305338,0.614923081,0.866631059,0.29752112,0.828437346,-0.499147343,0.403009457,0.531687799,-0.090970665,-0.197966295,0.908299647,0.729184248,0.204313331,0.612981991,0.148187833,-0.866280381,-0.108039374,-0.3441521,0,1,1.310120259,3.70661944
Auburncity,AL,NA,NA,7,-0.090516423,-0.552922131,0.499107596,-0.219189755,-0.426269817,-1.423723153,0.634384084,-1.556994103,1.140443618,1.163745129,-0.169092482,-1.923233312,-0.900614216,-1.86499915,-0.271192878,-0.846550825,3.330528757,-0.573574357,-0.971372613,2.153679886,0.279374009,-1.534588784,-1.033441984,3.312492556,-0.680066799,1.207969075,4.407951989,-1.972244823,-0.312343421,0.923763028,1.752643461,-0.086647287,2.946213781,1.933524649,0.345293439,-0.091412165,-0.401838558,-0.770516078,-1.18569524,-0.509748121,-0.920044976,-1.608368817,-0.235746012,1.224584443,-1.193457459,-0.084835182,-0.202021628,-1.84538246,-0.518767763,-1.006371672,1.185436724,0.028353587,-0.585141223,-0.436122937,-0.188426427,-0.818172938,-0.285417873,-0.862697881,3.002953166,-1.561915463,-0.833786403,-0.102794725,-0.412386388,-0.54226535,-2.238738106,-3.230029828,-2.275537233,0.046849555,-0.610752645,-0.602280532,-0.3441521,11.06,1,1.845774684,6.333003967
Burlingtoncity,VT,7,10675,7,-0.064810927,-0.121124348,-0.600154446,0.81553531,-0.518628978,-0.622290501,0.634384084,-0.624110426,0.290258721,0.002777289,0.366748428,-0.52979049,0.341030567,-0.854523969,-0.266514758,-0.267718428,0.904156096,-0.158500683,-0.453237233,0.938054647,0.109546104,0.04997923,-0.908647916,1.263437414,-0.912504099,0.325357474,3.106284306,-0.526717522,-0.976752965,0.12801046,0.436573094,-0.082810188,0.926777031,0.122999893,-0.140138987,-0.360641311,-0.444463768,-0.544460455,-1.002947998,-0.703359435,-0.620758924,-1.510239084,-0.426036011,0.830825912,-1.193457459,-0.157022361,0.405227834,-1.611809637,0.211133587,-0.714641791,-1.623876786,0.021103506,-0.423272698,-0.052726306,0.031122507,0.00995106,0.457543588,-0.083505882,1.28623723,0.199741362,-0.151049302,-0.009384649,-0.41125189,-0.492367323,-1.432014704,-1.289561353,-1.693830821,-0.147311178,0.263746461,0.060083643,0.405415903,2.57,1,2.379813215,10.80288486
