communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctOther,agePct65up,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctNevMarr,TotalPctDiv,PctFam2Par,PctWorkMom,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec10,PctRecentImmig,PctRecImmig10,PctNotSpeakEnglWell,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumHomeless,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,raw_y.murdPerPop.na_col.,group,y,y1
Rockfordcity,IL,NA,NA,2,0.42192412,-0.495349093,0.400281432,-0.141615916,-0.341558229,0.175021674,0.634384084,-0.419708737,-0.329216331,-0.389049357,-0.155032517,0.171777678,0.41236384,-0.470412453,-0.333404897,-0.237345629,0.197594489,-0.078678823,0.232795675,-0.34373249,0.035707884,-0.101931811,1.746623888,-0.437098086,0.773836309,-0.367202723,-0.10872298,0.646944552,-0.705169502,-0.003090538,0.844783506,0.005545866,0.018701231,-0.181138412,-0.301949795,-0.356154159,-0.242554878,-0.27378859,-0.45470627,-0.283868254,-0.471115898,-0.105360166,-0.309841233,0.295427623,-1.193457459,0.264826721,0.306857204,-0.222552877,2.114090678,0.325314604,-0.717646621,0.303856681,-0.261404173,-0.725434505,-0.620039672,-0.812461738,-0.651183516,-0.810751748,-0.6021503,-1.290891336,0.053771828,0.300405732,-0.330702543,0.358247278,0.144170049,0.790237003,0.543604162,0.156703654,0.064078277,-0.308571647,-0.3441521,15.42,1,4.329740962,75.92461666
Jolietcity,IL,NA,NA,2,0.118184835,0.454606028,0.875076699,-0.868488895,0.124355502,0.150298816,0.634384084,-0.220789369,-0.403145452,-0.447097749,-0.377648638,0.43471428,0.354405556,0.238884381,-0.178887279,-0.399227876,0.152770882,0.295758267,0.56678538,-0.671353456,0.659640842,-0.662644109,0.324465746,-0.072053805,0.792556092,-0.820319627,0.598678082,-0.102342535,-0.528640251,-0.23632836,0.743547324,-0.014376215,0.032115987,-0.069807621,-0.092195043,-0.147501571,0.127611419,0.59474091,0.2762827,0.361502794,0.177337214,0.064778437,0.148201952,0.325880171,-1.193457459,0.089322696,-0.092300542,0.026782529,2.548555768,0.605632069,-0.808269638,0.168521828,0.016084727,-0.628997316,-0.517749828,-0.584013739,-0.422579989,-0.602967215,-0.018466881,-1.019867209,0.326866669,-0.011749461,-0.052750571,0.875425652,0.343522021,0.890812877,0.859806959,0.005122029,-0.046656068,-0.037144126,-0.3441521,21.39,1,3.763350372,43.0925605
Nilescity,MI,21,57760,2,-0.194241036,-0.869573838,0.214803342,0.141803464,-0.519805528,0.597370501,0.634384084,-0.759168156,-0.549729055,0.176922465,-0.484660599,0.725519739,0.925071741,0.26289135,-0.77440502,-0.60897511,0.235340685,0.121601481,0.314939089,-0.602800164,-0.303947928,-0.344001438,1.152307584,-0.199744191,1.321389948,-0.656037906,-0.38347805,1.38296992,-1.176560799,0.359723852,0.452901511,-0.107151784,0.48202627,-0.791280901,-0.517697539,-0.625383305,-0.525227324,-0.374918737,-0.759285008,-0.671090883,-0.645699428,-0.184428728,-0.380568489,0.516385647,-1.193457459,-0.241997943,0.36360949,-0.27915488,0.08079406,0.137723019,-1.442630753,0.342523782,-0.330776398,-0.94888653,-0.899465588,-0.938108138,-0.982658629,-1.070482414,-0.464813025,-1.765183558,0.122045539,-0.102794725,-0.694876352,-0.340912135,0.349111329,0.410078652,0.19271245,-0.194999779,-0.158714743,-0.492899292,-0.3441521,0,1,3.32966311,27.92893114
Melvindalecity,MI,163,52940,2,-0.200258558,-0.898360356,-0.464805569,0.618852033,-0.302732085,0.271852869,0.634384084,-0.575510387,-0.733277219,-1.288799432,-0.907240675,0.704921019,0.655342802,1.410860995,-0.669461514,-0.447887962,0.052507548,0.350907916,1.345793799,-1.406308519,0.733479062,-0.894833343,0.88295009,-1.43608758,1.564747121,-1.512879824,0.098897366,1.452593942,-1.001971429,-0.958908278,0.384322161,-0.09894656,0.076487873,-0.789415022,-0.176096944,-0.398782107,-0.146087298,-0.315430415,-0.667911386,-0.412942464,-0.870163967,0.268097597,-0.171754685,0.588621924,-1.193457459,-0.252598858,0.48846452,0.083384532,-0.17698856,-0.038456151,-0.989515671,-0.077980941,-0.677637523,-0.94535834,-1.09406578,-0.521190539,-0.811205984,-0.527933911,-0.224472794,-2.036207684,0.87305635,-0.102794725,-0.188890313,0.634741051,0.854943669,1.460127689,0.945195056,-0.21543775,0.374141234,-0.292367019,-0.3441521,0,1,3.237162853,25.46138149
Southgatecity,MI,163,74960,2,-0.105361262,-0.495349093,-0.587264077,0.797210781,-0.450977363,0.119395244,0.634384084,0.191051511,-0.008007045,-0.737339709,0.410490543,0.607985866,-0.708906045,1.157696587,0.183632139,-0.018534261,-0.83216892,-0.032237013,0.322160488,-1.076296159,0.028324062,-0.148863678,1.305520103,-1.278352396,0.925154551,-0.927693301,-0.190776531,-0.171966557,0.583882008,-0.254621522,-0.699884692,-0.081422666,-0.845002683,-1.384630478,-0.517697539,-0.546858137,-0.330048731,-0.392765234,-0.302416901,0.264697137,-1.46873607,0.928178898,-0.400776277,-0.131616252,0.726979163,-0.228368196,0.813844294,0.537633519,-0.724414572,-1.701102488,-0.355154556,-0.877906592,-0.862630123,-0.697208987,-0.837093732,0.07848546,-0.9483681,-0.025787957,-1.563511224,-1.66354951,0.258592959,-0.102794725,-0.25355669,0.885405258,1.221974871,1.552399133,1.189351647,-0.1796713,0.51886671,-0.428080779,-0.3441521,0,1,2.676694175,14.53695714
GrandRapidscity,MI,81,34000,3,0.663110292,0.080381284,0.655940422,-0.431143472,-0.319203783,-0.158736911,0.634384084,-0.528836569,-0.019478805,-0.911484885,-0.284696644,-0.068136825,0.88271761,-0.411486254,-0.538404321,-0.561587183,0.524334998,-0.149792844,0.08024362,-0.173943522,0.493504847,-0.121692597,0.768040701,0.208865046,0.826875693,-0.432700664,0.689434281,0.491119361,-1.096055701,-0.070165467,1.687329795,0.017022902,0.226113999,0.312697609,-0.325921767,-0.351667006,-0.231337718,0.196169153,-0.058753911,0.03881727,-0.022186821,-0.156895925,-0.262689729,0.051099038,0.726979163,0.497037225,0.180110432,-0.203207889,0.883106258,0.306769429,-1.442630753,0.540692675,-0.076411573,-0.70191324,-0.570142187,-0.498345739,-0.548311929,-0.539477496,0.668219493,-0.782721098,0.531687799,0.533339721,-0.436210843,0.850770157,-0.217271845,0.512499955,0.51958876,0.150742579,0.448643274,0.0641348,6.00673316,17.24,1,4.740053538,114.4403284
Brainerdcity,MN,35,7300,3,-0.194740878,-0.955933394,-0.648851396,0.876617073,-0.624518463,0.910526704,-1.57550333,-1.182566363,-1.690531878,0.263995053,-0.594796995,1.098720077,1.2884256,-0.542433362,-1.056069761,-0.862134774,1.103503193,0.718088474,0.37993168,-0.736718223,0.87377168,-1.044274286,-0.888878559,1.030590238,0.003205262,-0.459544082,-0.039101786,0.461280495,-1.138733102,0.833821646,-0.112061699,-0.108779125,-1.320710573,-2.148397019,-0.697487327,-0.708395625,-0.567852534,-0.476048885,-1.033405871,-0.703359435,-0.994866488,-0.315739019,-0.348572826,0.820202931,-1.193457459,-0.24351236,0.395769119,-0.527057324,0.008383212,-0.328046204,-0.898892654,0.487525411,0.779179202,-0.900667935,-0.789691121,-0.909552138,-0.342568755,-1.064710621,1.114565637,-1.561915463,-0.560691563,-0.101612319,-0.77996369,1.04155673,-0.383087971,0.095433027,0.592969156,-0.1796713,-0.363816075,-0.505052763,-0.3441521,0,1,3.230011346,25.2799438
Mankatocity,MN,13,39878,3,-0.101978832,0.281886915,-0.622354526,0.782551158,-0.483332484,-0.556362879,-1.57550333,-0.849848717,0.359089282,0.409116033,0.380027284,-0.32501498,0.111426595,-0.996383336,-0.578761837,-0.831284916,1.590665035,-0.447310687,-0.679808627,0.489269723,-0.263336907,0.253762334,-0.048680873,0.92543345,0.594438394,-0.599129859,3.1759055,-1.51140011,-0.072768009,0.827723925,-0.26228313,-0.092625624,2.059807972,1.964000676,-0.026272121,-0.205834552,-0.368187076,-0.487946549,-0.485164144,-0.219331149,-0.371353881,-0.69060872,-0.261005746,0.542589002,-1.193457459,-0.212887496,0.624670007,-0.808634378,-0.307328087,-0.12048289,-0.264531539,-0.580653253,0.039208802,-0.657222835,-0.822124487,-0.486923339,-0.376859284,-0.706859481,1.217568593,-1.053745225,-0.765512693,-0.002290212,-0.503146216,0.777977741,-1.484181575,-1.941920465,0.061961927,-0.14049852,-0.039966505,-0.130320738,-0.3441521,0,1,2.719457161,15.17208401
Romuluscity,MI,163,69420,3,-0.143572528,0.598538623,0.891547726,-0.437862466,-0.528041377,-1.057000757,0.634384084,-0.164780788,0.639510088,-0.911484885,-1.34075628,-0.574622998,1.179196526,-0.577352591,-0.351279506,-0.571446416,0.149232176,-0.013370028,0.722948133,-1.367249085,1.324184822,-0.119222499,1.631714498,-1.383509185,1.984382245,-1.808157428,0.272950352,1.253668166,-0.789554364,-1.152510914,0.524746543,-0.102869308,-1.119489231,-1.713647172,-0.667522362,-0.674741981,-0.484845546,0.407352696,0.854982302,1.006873843,0.576385282,0.164320109,-0.040404065,-0.463053288,0.726979163,-0.227863391,0.511165434,0.126373395,1.259642669,0.17481337,0.097960527,-0.012730208,0.154829177,-0.808934999,-0.921919457,-0.424100139,-0.102535052,-0.504846741,-1.014162124,-1.934573637,0.94133006,0.014263472,-0.656303425,0.798523987,0.74595217,1.26728037,0.993225861,0.076654931,-0.743015839,-0.594178218,-0.3441521,12.98,1,3.663299505,38.98977784
Ypsilanticity,MI,161,89140,3,-0.134114342,0.569752104,1.127871162,-0.858715813,-0.311556209,-1.203277667,0.634384084,-0.942974097,0.150048318,-0.693803415,-0.791636514,-1.138058574,0.913925917,-1.291014328,-0.57366478,-0.786600327,2.099059112,-0.527132547,-0.435183735,0.887835375,0.548883512,0.259937579,-0.883936219,1.951463261,-0.411749917,-0.394046141,4.064818961,-0.669280995,-1.820601583,-0.250048231,2.190245022,-0.080257832,2.901841896,2.430470469,1.088424559,0.485186922,-0.397351694,-0.217274684,-0.728827134,-0.187062597,-0.396294385,-1.954293777,0.431110978,1.564519865,-1.193457459,-0.162070415,-0.179320714,-2.081104726,1.37839646,-0.265277917,-0.808269638,0.117771258,0.362945852,-0.61253243,-0.402985613,-0.338432139,0.011766711,-0.608739007,1.423574505,-0.613331019,0.599961509,-0.015296679,-0.072037034,0.256690118,-1.756194547,-2.132922355,-0.326287078,-0.201812436,0.916267519,0.092492899,-0.3441521,16.85,1,3.842514797,46.64262381
GrossePointeWoodscity,MI,163,35580,3,-0.168719948,-0.034764792,-0.666754687,0.910212042,-0.551572374,0.931129086,0.634384084,1.608379786,-0.013105605,0.017289387,2.226569429,0.839418543,-1.052197422,1.456692483,1.573941585,1.811307605,-1.171884684,-0.998807176,-1.28550347,1.717649063,-1.404137405,-0.183445053,-0.173474941,2.071642448,-1.40389839,2.512559214,-0.776340503,-1.872781935,1.304548126,-1.301905075,-0.997061871,-0.087007015,-0.934778359,-1.295068278,-0.487732575,-0.454871512,-0.417542583,-0.365995489,0.215366953,-0.122525492,0.376861248,2.026667137,-0.678633356,-1.963726537,0.726979163,-0.272959344,1.069229581,2.23426065,-0.802618288,-0.634041604,-0.989515671,-0.989074507,-1.001374573,0.195423048,0.7197078,0.997988658,0.377532354,1.544139626,0.153204712,-0.884355146,0.94133006,-0.102794725,0.002839823,0.995180917,1.800468211,0.995079609,1.172007189,-0.21117984,0.827741166,-0.272111234,-0.3441521,0,1,1.477791856,4.383256126
Rosevillecity,MN,123,55852,4,-0.092190653,-0.696854725,-0.554322022,0.711085495,-0.462154587,0.634454788,0.634384084,0.290029639,0.278786961,0.220458759,1.539193335,0.275982968,-0.775780989,0.472406723,0.510891097,0.475699555,-0.939509665,-0.7825625,-1.015603682,0.918126365,-0.905729421,0.609456479,-0.043738534,0.83079234,-1.132461543,1.0479823,0.020573523,-1.057186257,0.529565315,1.272857546,-0.608445559,-0.089062604,-0.105127287,-0.081002896,-0.41581666,-0.421217869,-0.43549004,-0.657488266,-0.759285008,-0.283868254,-1.568498087,0.777101466,-0.550650702,0.066679411,0.726979163,-0.181589559,0.513057177,0.40866693,-0.759171779,-1.440043475,0.097960527,-0.947990712,-0.377024548,-0.246776748,-0.525234451,0.28408866,-0.559742105,-0.002700786,0.153204712,-0.918233161,-1.038607534,-0.102794725,-0.455497306,0.505593217,0.635097569,0.184013614,0.352815132,-0.123466877,-0.123365325,0.066160378,-0.3441521,0,1,2.296100012,9.935359018
Rosevillecity,MN,123,55852,4,-0.092190653,-0.696854725,-0.554322022,0.711085495,-0.462154587,0.634454788,0.634384084,0.290029639,0.278786961,0.220458759,1.539193335,0.275982968,-0.775780989,0.472406723,0.510891097,0.475699555,-0.939509665,-0.7825625,-1.015603682,0.918126365,-0.905729421,0.609456479,-0.043738534,0.83079234,-1.132461543,1.0479823,0.020573523,-1.057186257,0.529565315,1.272857546,-0.608445559,-0.089062604,-0.105127287,-0.081002896,-0.41581666,-0.421217869,-0.43549004,-0.657488266,-0.759285008,-0.283868254,-1.568498087,0.777101466,-0.550650702,0.066679411,0.726979163,-0.181589559,0.513057177,0.40866693,-0.759171779,-1.440043475,0.097960527,-0.947990712,-0.377024548,-0.246776748,-0.525234451,0.28408866,-0.559742105,-0.002700786,0.153204712,-0.918233161,-1.038607534,-0.102794725,-0.455497306,0.505593217,0.635097569,0.184013614,0.352815132,-0.123466877,-0.123365325,0.066160378,-0.3441521,0,1,2.296100012,9.935359018
Austincity,MN,99,2908,4,-0.14837684,-1.071079469,-0.656728844,0.898606507,-0.557455123,1.584224589,-1.57550333,-0.866073425,-1.445800993,0.205946661,0.271453106,1.780901215,0.21619734,1.585457139,-0.80966548,-0.602773335,-0.165712647,0.410411485,0.145236211,-0.625119841,-0.60668463,-0.994872321,0.539457507,0.668550437,0.580398557,-0.749453002,-0.817367278,-0.70906615,-0.037850135,0.827723925,-0.716213108,-0.105678613,-0.8491303,1.277357141,-0.661529369,-0.542370985,-0.428759743,-0.63964177,-1.033405871,-0.929239302,-1.344033549,0.889350586,-0.543914772,0.226024141,0.726979163,-0.21574806,0.513057177,0.732516365,-0.353671029,0.633449833,-1.170761704,-0.375234279,-0.631389373,-0.881850922,-0.799670618,-1.126577737,-0.891217219,-1.335984873,0.290541987,-1.66354951,-0.628965273,-0.102794725,-0.731180283,0.654700262,0.862396079,0.695197415,0.500910113,-0.154975417,-0.210805048,-0.555692226,-0.3441521,0,1,2.237652181,9.371303315
Waynecity,MI,163,84940,4,-0.158121344,0.224313878,-0.133952759,0.42644448,-0.502157281,-0.2390862,0.634384084,-0.199823194,0.545186726,-0.896972787,-0.455759558,-0.274124025,0.434655488,0.378561296,-0.309525536,-0.414334766,-0.247102882,-0.013370028,0.627264596,-1.053976482,0.511964402,-0.347706585,1.446376774,-0.788622208,1.299550202,-1.265920374,-0.042831493,1.014957236,-0.500511963,-0.815611838,0.198178214,-0.099563236,-0.651004671,-1.074894535,-0.55964849,-0.578268204,-0.419786015,0.032576268,0.245824827,0.619651214,-0.271591864,0.273745351,-0.040404065,-0.064337366,0.726979163,-0.260170939,0.900864466,0.080518608,-0.492699858,-0.858010266,-0.627023605,-0.351067341,0.756055127,-0.814815315,-0.926909205,-0.429811339,-0.754055103,-0.620282593,-0.911159168,-1.697427526,-0.424144142,-0.102794725,-0.512222199,0.834920195,0.56988898,1.344788384,1.165336244,-0.187335539,0.131585139,-0.525308548,-0.3441521,5.16,1,3.145875916,23.24002287
